pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,age_diff,age_equal,education_diff,education_equal,industry_diff,industry_equal,marital_status_diff,marital_status_equal,sex_diff,sex_equal,overall_similarity,attack_score
554,0,,,20.049937655763426,22.0,0.9803413637469804,20.0,0,0.0,1,0.0,0,1.0,0,0.0,1,0.4,0.10508257150650024
555,0,,,16.06237840420901,28.0,0.8417669891126057,13.0,0,7.0,0,0.0,0,0.0,1,2.0,0,0.2,0.07199964548150699
556,0,,,16.431676725154983,24.0,0.9922969522054332,13.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4,0.09786819666624069
557,0,,,65.16901104052447,83.0,0.6654078958059911,64.0,0,0.0,0,0.0,0,1.0,0,2.0,0,0.0,0.07450868561863899
558,0,,,9.433981132056603,15.0,0.9563371156877338,4.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4,0.13142469028631845
559,0,,,10.816653826391969,17.0,0.9045010937796284,8.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4,0.9055700500806173
560,0,,,12.569805089976535,20.0,0.8974946757470403,10.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.21126742412646612
561,0,,,14098.006738542865,14120.0,0.1209173320375035,11.0,0,8.0,0,14098.0,0,2.0,0,1.0,0,0.0,0.06991172085205714
562,0,,,32.29551052391029,39.0,0.890620440284718,32.0,0,4.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07146090517441432
563,0,,,29.58039891549808,47.0,0.9822042253584242,25.0,0,13.0,0,0.0,0,0.0,1,0.0,1,0.4,0.0889291266600291
564,0,,,42.74342054632502,55.0,0.9492334886750412,42.0,0,5.0,0,0.0,0,1.0,0,1.0,0,0.0,0.06967827181021373
565,0,,,15117.002976780814,15129.0,0.0893126246096676,3.0,0,9.0,0,15117.0,0,0.0,1,0.0,1,0.4,0.08944607029358546
566,0,,,13990.033631124694,14029.0,0.0381804901412112,29.0,0,10.0,0,13990.0,0,0.0,1,0.0,1,0.4,0.12627219905455908
567,0,,,17.175564037317667,31.0,0.8721304116953945,12.0,0,10.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07040297240018845
568,0,,,18.05547008526779,26.0,0.8891278206791914,15.0,0,0.0,1,0.0,0,0.0,1,1.0,0,0.4,0.34063627074162167
569,0,,,15.427248620541512,24.0,0.9953258755314074,14.0,0,6.0,0,0.0,0,2.0,0,1.0,0,0.0,0.06983588263392448
570,0,,,40998.00485389502,41024.0,0.051717084601203,19.0,0,6.0,0,40998.0,0,0.0,1,1.0,0,0.2,0.0700765351454417
571,0,,,9.16515138991168,12.0,0.9894589581467836,1.0,0,1.0,0,0.0,0,0.0,1,1.0,0,0.2,0.19488691538572311
572,0,,,15.459624833740309,29.0,0.9729999949458238,11.0,0,8.0,0,0.0,0,2.0,0,1.0,0,0.0,0.07007208094000816
573,0,,,1274.0141286500711,1280.0,0.2625933841154166,0.0,1,6.0,0,1274.0,0,0.0,1,0.0,1,0.6,0.9044909477233887
574,0,,,1268.3698198869288,1306.0,0.1260681089298602,30.0,0,6.0,0,1268.0,0,1.0,0,1.0,0,0.0,0.06995424379905064
575,0,,,10500.00080952378,10505.0,0.1213754842728739,1.0,0,4.0,0,10500.0,0,0.0,1,0.0,1,0.4,0.7890010277430216
576,0,,,33.25657829663178,46.0,0.8048720239380989,32.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07201897725462914
577,0,,,49.16299421312742,63.0,0.8560189781511207,48.0,0,10.0,0,0.0,0,0.0,1,2.0,0,0.2,0.07602197180191676
578,0,,,47109.001581438766,47128.0,0.0616229831565581,9.0,0,8.0,0,47109.0,0,0.0,1,2.0,0,0.2,0.07228131219744682
579,0,,,10706.00672519871,10718.0,0.1838981248104504,0.0,1,12.0,0,10706.0,0,0.0,1,0.0,1,0.6,0.5654975573221842
580,0,,,31001.008806166294,31035.0,0.2248125148411272,21.0,0,10.0,0,31001.0,0,2.0,0,1.0,0,0.0,0.06968170031905174
581,0,,,47731.00164463344,47748.0,0.1181757474172844,6.0,0,11.0,0,47731.0,0,0.0,1,0.0,1,0.4,0.14828736831744513
582,0,,,11.0,17.0,0.9640971310542996,6.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4,0.38907801111539203
583,0,,,84116.00191402347,84144.0,0.0629751251115422,11.0,0,14.0,0,84116.0,0,2.0,0,1.0,0,0.0,0.07024770230054855
584,0,,,1123.0645573607958,1136.0,0.2027539992708367,12.0,0,1.0,0,1123.0,0,0.0,1,0.0,1,0.4,0.11541994909445445
585,0,,,11.532562594670797,19.0,0.9919346237454092,9.0,0,6.0,0,0.0,0,0.0,1,0.0,1,0.4,0.3776228179534276
586,0,,,10782.006956035597,10802.0,0.2972009385717505,9.0,0,8.0,0,10782.0,0,1.0,0,2.0,0,0.0,0.06991374616821606
587,0,,,26.66458325194677,37.0,0.9865667698482256,25.0,0,9.0,0,0.0,0,0.0,1,2.0,0,0.2,0.07130986327926318
588,0,,,23921.001881192184,23935.0,0.1876002330350633,1.0,0,9.0,0,23921.0,0,2.0,0,2.0,0,0.0,0.07012251392006874
589,0,,,57.25382083319855,66.0,0.803342340330123,57.0,0,0.0,0,0.0,0,0.0,1,2.0,0,0.2,0.10551792879899342
590,0,,,40997.00098787715,41006.0,0.1389185173915597,0.0,1,9.0,0,40997.0,0,0.0,1,0.0,1,0.6,0.9017667174339294
591,0,,,17.97220075561143,25.0,0.6085806194501846,17.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4,0.31449784338474274
592,0,,,15.427248620541512,24.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.07278016582131386
593,0,,,15193.02010793114,15226.0,0.165399647310559,23.0,0,9.0,0,15193.0,0,0.0,1,1.0,0,0.2,0.06981657817959785
594,0,,,55097.00421075542,55125.0,0.1588224849197071,20.0,0,8.0,0,55097.0,0,0.0,1,0.0,1,0.4,0.1244658703605334
595,0,,,25.88435821108957,44.0,0.96235765327748,22.0,0,10.0,0,0.0,0,1.0,0,2.0,0,0.0,0.0700981579720974
596,0,,,14090.003726046349,14103.0,0.3165719546136221,2.0,0,10.0,0,14090.0,0,1.0,0,0.0,1,0.2,0.07242547969023387
597,0,,,47518.0018308851,47538.0,0.1760611757294324,5.0,0,12.0,0,47518.0,0,2.0,0,1.0,0,0.0,0.06994654734929402
598,0,,,40999.00093904728,41014.0,0.0492428019420929,5.0,0,6.0,0,40999.0,0,4.0,0,0.0,1,0.2,0.07127074028054874
599,0,,,26.038433132583076,38.0,0.9559913373757708,25.0,0,3.0,0,0.0,0,2.0,0,2.0,0,0.0,0.06995103756586711
600,0,,,30.95157508108432,52.0,0.9120324064713708,27.0,0,10.0,0,0.0,0,2.0,0,2.0,0,0.0,0.07013054937124252
601,0,,,36.53765181289022,45.0,0.9051202264862608,36.0,0,1.0,0,0.0,0,1.0,0,1.0,0,0.0,0.0716414029399554
602,0,,,97005.00038657802,97018.0,0.0253735733421931,7.0,0,5.0,0,97005.0,0,0.0,1,1.0,0,0.2,0.07411853224039078
603,0,,,65.0,79.0,0.8643829560656794,64.0,0,0.0,0,0.0,0,0.0,1,2.0,0,0.2,0.09884571532408397
604,0,,,10704.000934230153,10710.0,0.1171787139491999,4.0,0,2.0,0,10704.0,0,0.0,1,0.0,1,0.4,0.1800040751695633
605,0,,,25928.009217832365,25956.0,0.0483886932661854,21.0,0,6.0,0,25928.0,0,0.0,1,1.0,0,0.2,0.07011317213376363
606,0,,,1109.8900846480249,1166.0,0.1819327493011501,43.0,0,11.0,0,1109.0,0,1.0,0,2.0,0,0.0,0.0698858213921388
607,0,,,48.41487374764082,56.0,0.8956949270088573,48.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4,0.5374276538689932
608,0,,,7.211102550927978,14.0,0.9941402173995446,4.0,0,3.0,0,0.0,0,1.0,0,1.0,0,0.0,0.08378953735033672
609,0,,,4.242640687119285,8.0,0.9981069418963656,3.0,0,2.0,0,0.0,0,0.0,1,2.0,0,0.2,0.2201064924399058
610,0,,,10.099504938362076,16.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.2788616841038068
611,0,,,35.25620512760839,47.0,0.9586774537073396,34.0,0,9.0,0,0.0,0,1.0,0,2.0,0,0.0,0.0697920632859071
612,0,,,47721.04793484737,47800.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.07366262127955754
613,0,,,35.31288716601915,55.0,0.8102022930778913,32.0,0,11.0,0,0.0,0,1.0,0,1.0,0,0.0,0.06999743605653445
614,0,,,43.46262762420146,51.0,0.9118910950829272,43.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4,0.4404558291037877
615,0,,,85481.00120494612,85503.0,0.4457316692443609,11.0,0,9.0,0,85481.0,0,2.0,0,0.0,1,0.2,0.07387757425506909
616,0,,,7.211102550927978,12.0,0.9868881046542164,1.0,0,5.0,0,0.0,0,0.0,1,1.0,0,0.2,0.09461852411429088
617,0,,,47407.00921804708,47447.0,0.1173052254431287,27.0,0,12.0,0,47407.0,0,1.0,0,0.0,1,0.2,0.07076835383971532
618,0,,,49219.00330157042,49242.0,0.0894615759440518,17.0,0,6.0,0,49219.0,0,0.0,1,0.0,1,0.4,0.09506357709566753
619,0,,,49221.000650129004,49229.0,0.0169125203261687,0.0,1,8.0,0,49221.0,0,0.0,1,0.0,1,0.6,0.3260822842518489
620,0,,,26.72077843177477,34.0,0.6855369048028207,26.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.2,0.08996473501125972
621,0,,,30.4138126514911,51.0,0.8497813941674051,26.0,0,12.0,0,0.0,0,1.0,0,2.0,0,0.0,0.07111063972115517
622,0,,,53.925875050851054,68.0,0.8078412156050738,53.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07305489604671796
623,0,,,41001.00353649896,41019.0,0.0196805087061308,17.0,0,1.0,0,41001.0,0,0.0,1,0.0,1,0.4,0.34557197491327923
624,0,,,97006.015901077,97083.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.07100266714890797
625,0,,,9.486832980505138,14.0,0.999328599375464,9.0,0,2.0,0,0.0,0,0.0,1,2.0,0,0.2,0.31688248614470166
626,0,,,45199.00204650541,45220.0,0.0455009621822388,12.0,0,6.0,0,45199.0,0,2.0,0,1.0,0,0.0,0.0698655794064204
627,0,,,17.05872210923198,25.0,0.8553419901621283,13.0,0,1.0,0,0.0,0,0.0,1,0.0,1,0.4,0.13781328002611795
628,0,,,10624.008753761454,10646.0,0.1071049763984046,9.0,0,10.0,0,10624.0,0,2.0,0,1.0,0,0.0,0.07008517906069756
629,0,,,40994.01035517262,41031.0,0.1145525946720645,28.0,0,8.0,0,40994.0,0,1.0,0,0.0,1,0.2,0.07057510068019231
630,0,,,36.68787265568828,46.0,0.9394501508629484,36.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4,0.39756924162308377
631,0,,,11.40175425099138,22.0,0.9843597560112372,6.0,0,7.0,0,0.0,0,3.0,0,0.0,1,0.2,0.0803756167491277
632,0,,,47585.00202794994,47604.0,0.2873491941722981,12.0,0,7.0,0,47585.0,0,0.0,1,0.0,1,0.4,0.09727040926615398
633,0,,,15.1657508881031,24.0,0.9856938858198768,11.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4,0.24587034185727438
634,0,,,38.19685850956856,49.0,0.8973598769733937,37.0,0,3.0,0,0.0,0,0.0,1,0.0,1,0.4,0.4559684892495473
635,0,,,36.864617182333525,53.0,0.9506767930380275,35.0,0,9.0,0,0.0,0,0.0,1,2.0,0,0.2,0.06989770382642746
636,0,,,11.532562594670797,23.0,0.98966616390233,8.0,0,5.0,0,0.0,0,2.0,0,2.0,0,0.0,0.07295023525754611
637,0,,,27406.031854319957,27460.0,0.0491283155137085,40.0,0,12.0,0,27406.0,0,1.0,0,1.0,0,0.0,0.07009491448601086
638,0,,,25104.016232467664,25143.0,0.1271606828379569,27.0,0,9.0,0,25104.0,0,2.0,0,1.0,0,0.0,0.06982770934700966
639,0,,,13.114877048604,20.0,0.9191363337564668,11.0,0,1.0,0,0.0,0,1.0,0,0.0,1,0.2,0.09509691099325816
640,0,,,15.524174696260024,29.0,0.8472847574923043,10.0,0,10.0,0,0.0,0,1.0,0,2.0,0,0.0,0.07978267595171928
641,0,,,51.96152422706632,66.0,0.8668767097237052,51.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07255414128303528
642,0,,,3.3166247903554,5.0,0.9984852938876958,0.0,1,1.0,0,0.0,0,3.0,0,0.0,1,0.4,0.9128267566363016
643,0,,,11.575836902790224,18.0,0.8701703830971981,5.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4,0.18018124997615814
644,0,,,8.12403840463596,12.0,0.9257154717600722,4.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.4276662866274516
645,0,,,32.341923257592455,42.0,0.9510503360369524,31.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4,0.11220711593826611
646,0,,,97002.00019071772,97013.0,0.0741098243622109,1.0,0,4.0,0,97002.0,0,4.0,0,2.0,0,0.0,0.07776601364215215
647,0,,,40993.0000121972,40994.0,0.224332240433543,0.0,1,0.0,1,40993.0,0,1.0,0,0.0,1,0.6,0.5408329765001932
648,0,,,40.45985664828782,51.0,0.9963925604014708,40.0,0,5.0,0,0.0,0,2.0,0,2.0,0,0.0,0.07035723701119423
649,0,,,52.51666402200353,64.0,0.970385927995698,52.0,0,1.0,0,0.0,0,4.0,0,1.0,0,0.0,0.06976673752069473
650,0,,,16281.002487561998,16290.0,0.1851801631494988,0.0,1,9.0,0,16281.0,0,0.0,1,0.0,1,0.6,0.599075565735499
651,0,,,32.155870381627054,38.0,0.8926521282324409,32.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07350797081987064
652,0,,,85092.00370187554,85128.0,0.1374390752729178,22.0,0,12.0,0,85092.0,0,1.0,0,1.0,0,0.0,0.07007763534784317
653,0,,,53.018864567246254,55.0,0.9257845289301688,53.0,0,1.0,0,0.0,0,0.0,1,0.0,1,0.4,0.35936933755874634
654,0,,,10703.025646984128,10738.0,0.2752083619626905,20.0,0,12.0,0,10703.0,0,1.0,0,2.0,0,0.0,0.06970599790414174
655,0,,,13.038404810405298,24.0,0.9858401424927647,6.0,0,7.0,0,0.0,0,0.0,1,2.0,0,0.2,0.07049169391393661
656,0,,,12.68857754044952,17.0,0.9641568026016122,12.0,0,1.0,0,0.0,0,0.0,1,0.0,1,0.4,0.09339740127325058
657,0,,,84225.00401899664,84260.0,0.0833533066027125,24.0,0,10.0,0,84225.0,0,0.0,1,1.0,0,0.2,0.070644977192084
658,0,,,47211.01827963468,47265.0,0.0628566429857233,40.0,0,11.0,0,47211.0,0,2.0,0,1.0,0,0.0,0.0703504445652167
659,0,,,28.478061731796284,43.0,0.8662274967371452,26.0,0,3.0,0,0.0,0,1.0,0,2.0,0,0.0,0.07113356764117877
660,0,,,35.552777669262355,50.0,0.7989193956665471,34.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07161038493116696
661,0,,,46293.00130689304,46304.0,0.1449163352529372,0.0,1,11.0,0,46293.0,0,0.0,1,0.0,1,0.6,0.8730177283287048
662,0,,,14094.007237120322,14116.0,0.220315529791637,11.0,0,9.0,0,14094.0,0,1.0,0,1.0,0,0.0,0.06969652324914932
663,0,,,85101.00252053438,85132.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.07095004493991534
664,0,,,13.490737563232042,20.0,0.9744940042650424,9.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4,0.21177023649215698
665,0,,,13.228756555322953,21.0,0.9129004872318784,2.0,0,12.0,0,0.0,0,1.0,0,1.0,0,0.0,0.0714735562602679
666,0,,,40.85339643163099,51.0,0.9779665426356464,40.0,0,0.0,1,0.0,0,2.0,0,1.0,0,0.2,0.07007949178417523
667,0,,,25.219040425836983,36.0,0.9934252629008976,24.0,0,3.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07108395298322041
668,0,,,20.199009876724155,36.0,0.831258027595669,15.0,0,9.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07096139341592789
669,0,,,96994.0010825412,97016.0,0.5165385820526799,13.0,0,6.0,0,96994.0,0,2.0,0,1.0,0,0.0,0.07012746731440227
670,0,,,9.0,15.0,0.8754447709232323,4.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.15518970787525177
671,0,,,44.82186966202994,57.0,0.8423025150617869,44.0,0,8.0,0,0.0,0,1.0,0,2.0,0,0.0,0.07135241727034251
672,0,,,19.949937343260004,26.0,0.9432688363138982,19.0,0,0.0,1,0.0,0,1.0,0,0.0,1,0.4,0.36428244411945343
673,0,,,33.19638534539566,46.0,0.9929690798006956,32.0,0,8.0,0,0.0,0,2.0,0,1.0,0,0.0,0.06976574535171191
674,0,,,61999.00240326452,62025.0,0.2717515481729926,10.0,0,14.0,0,61999.0,0,1.0,0,1.0,0,0.0,0.0701901304225127
675,0,,,49214.00567927793,49245.0,0.1208724912270973,23.0,0,5.0,0,49214.0,0,2.0,0,1.0,0,0.0,0.07033127422134082
676,0,,,15.264337522473747,29.0,0.9684362933863544,10.0,0,10.0,0,0.0,0,2.0,0,2.0,0,0.0,0.07161032781004906
677,0,,,9.486832980505138,16.0,0.9194514832089884,7.0,0,4.0,0,0.0,0,0.0,1,0.0,1,0.4,0.5710026522477468
678,0,,,85208.00186602195,85236.0,0.0459846994707895,13.0,0,12.0,0,85208.0,0,1.0,0,2.0,0,0.0,0.07030082742373149
679,0,,,21.18962010041709,39.0,0.9437253360976824,16.0,0,11.0,0,0.0,0,2.0,0,2.0,0,0.0,0.07030702506502469
680,0,,,18111.00157362922,18122.0,0.3333841753707407,2.0,0,7.0,0,18111.0,0,2.0,0,0.0,1,0.2,0.07149873425563176
681,0,,,46292.00069126415,46300.0,0.2274444529388625,0.0,1,8.0,0,46292.0,0,0.0,1,0.0,1,0.6,0.605148563782374
682,0,,,40.98780306383839,56.0,0.9748095785245724,40.0,0,6.0,0,0.0,0,2.0,0,2.0,0,0.0,0.06971991310516994
683,0,,,19.313207915827967,37.0,0.9255847571498884,10.0,0,12.0,0,0.0,0,2.0,0,2.0,0,0.0,0.07155175507068634
684,0,,,45300.00785871896,45332.0,0.0497689466992304,26.0,0,6.0,0,45300.0,0,0.0,1,0.0,1,0.4,0.1312315141161283
685,0,,,58100.00115318415,58118.0,0.2148109362197936,9.0,0,7.0,0,58100.0,0,2.0,0,0.0,1,0.2,0.07249524568518002
686,0,,,13.30413469565007,21.0,0.9595723414074808,5.0,0,12.0,0,0.0,0,0.0,1,2.0,0,0.2,0.07065310329198837
687,0,,,39.25557285278104,47.0,0.9966065465342024,39.0,0,1.0,0,0.0,0,3.0,0,1.0,0,0.0,0.07069231445590655
688,0,,,26.248809496813376,39.0,0.9897107986758772,23.0,0,12.0,0,0.0,0,0.0,1,0.0,1,0.4,0.30106252431869507
689,0,,,26.28687885618983,39.0,0.9911392394202464,25.0,0,5.0,0,0.0,0,2.0,0,1.0,0,0.0,0.0699392557144165
690,0,,,12.409673645990855,20.0,0.9935244548333908,10.0,0,2.0,0,0.0,0,0.0,1,1.0,0,0.2,0.08606622119744618
691,0,,,52.51666402200353,62.0,0.9934482678040084,52.0,0,7.0,0,0.0,0,0.0,1,1.0,0,0.2,0.07011621817946434
692,0,,,49214.015717069866,49259.0,0.1241673426262354,39.0,0,5.0,0,49214.0,0,1.0,0,0.0,1,0.2,0.07567566881577174
693,0,,,50.38849074937649,61.0,0.8659849523372901,50.0,0,5.0,0,0.0,0,1.0,0,2.0,0,0.0,0.07173119982083638
694,0,,,14.352700094407323,24.0,0.9910186898033772,11.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.11905528356631596
695,0,,,14.177446878757824,23.0,0.7685189631370578,4.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4,0.08634589115778606
696,0,,,44.69899327725402,58.0,0.8836908218857259,43.0,0,12.0,0,0.0,0,0.0,1,2.0,0,0.2,0.0736543412009875
697,0,,,13.638181696985855,20.0,0.973339614429169,8.0,0,0.0,1,0.0,0,0.0,1,1.0,0,0.4,0.23375974098841348
698,0,,,47.30750469005948,56.0,0.8744906360918514,47.0,0,4.0,0,0.0,0,0.0,1,2.0,0,0.2,0.07618191341559093
699,0,,,13.341664064126334,22.0,0.9807604320014638,4.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4,0.0917754794160525
700,0,,,12.206555615733702,21.0,0.8583883348314104,6.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.3937499324480693
701,0,,,18.49324200890693,26.0,0.9498802490890136,18.0,0,2.0,0,0.0,0,1.0,0,2.0,0,0.0,0.07023083046078682
702,0,,,47607.00295124658,47632.0,0.1496769234298948,14.0,0,9.0,0,47607.0,0,2.0,0,0.0,1,0.2,0.07148071750998497
703,0,,,15113.021901658183,15145.0,0.1193533759498687,25.0,0,6.0,0,15113.0,0,0.0,1,1.0,0,0.2,0.06997438271840413
704,0,,,48.86716689148246,60.0,0.9144136913788236,48.0,0,1.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07023307060201962
705,0,,,82195.0007360545,82206.0,0.1083960564506072,0.0,1,11.0,0,82195.0,0,0.0,1,0.0,1,0.6,0.6400576233863831
706,0,,,33144.00015085687,33148.0,0.1939930527310599,1.0,0,3.0,0,33144.0,0,0.0,1,0.0,1,0.4,0.3917253613471985
707,0,,,36.823905279043935,52.0,0.9734395401229544,35.0,0,7.0,0,0.0,0,0.0,1,1.0,0,0.2,0.06966724122563998
708,0,,,15.427248620541512,20.0,0.9440764211172734,15.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4,0.14379270126422247
709,0,,,14098.03862244674,14139.0,0.0518841827795966,32.0,0,8.0,0,14098.0,0,0.0,1,1.0,0,0.2,0.07014408210913341
710,0,,,25.25866188063018,38.0,0.960771153504808,23.0,0,10.0,0,0.0,0,2.0,0,1.0,0,0.0,0.06994824980696042
711,0,,,39.179076048319466,57.0,0.8530994826369424,37.0,0,8.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07104924196998279
712,0,,,47596.00085091184,47605.0,0.0394395086203532,0.0,1,9.0,0,47596.0,0,0.0,1,0.0,1,0.6,0.3876938323179881
713,0,,,1400.0207141324731,1412.0,0.2413718092576507,2.0,0,7.0,0,1400.0,0,2.0,0,1.0,0,0.0,0.0698088916639487
714,0,,,49215.01417250634,49258.0,0.1122805788825282,37.0,0,5.0,0,49215.0,0,1.0,0,0.0,1,0.2,0.07326981301108997
715,0,,,20.92844953645635,32.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.07524841278791428
716,0,,,17.69180601295413,29.0,0.9855478138883575,14.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4,0.28246617317199707
717,0,,,16.24807680927192,24.0,0.9040091909005226,14.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4,0.32305747270584106
718,0,,,47107.00197422884,47129.0,0.0790121737809758,9.0,0,10.0,0,47107.0,0,2.0,0,1.0,0,0.0,0.070937130600214
719,0,,,34.785054261852174,54.0,0.8548626217227346,32.0,0,9.0,0,0.0,0,1.0,0,2.0,0,0.0,0.07128678510586421
720,0,,,35.31288716601915,47.0,0.9591222166740508,34.0,0,9.0,0,0.0,0,0.0,1,1.0,0,0.2,0.06987593943874042
721,0,,,46898.00310247762,46923.0,0.0800707664662476,13.0,0,11.0,0,46898.0,0,0.0,1,1.0,0,0.2,0.0700718363126119
722,0,,,31.160872901765767,43.0,0.8762287592552925,29.0,0,3.0,0,0.0,0,0.0,1,0.0,1,0.4,0.5298087497552236
723,0,,,8.246211251235321,16.0,0.9920059672226508,4.0,0,5.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07508700340986252
724,0,,,19.235384061671343,30.0,0.9742139363066517,17.0,0,8.0,0,0.0,0,0.0,1,1.0,0,0.2,0.0715445267657439
725,0,,,49224.00923329996,49263.0,0.1348795572114662,29.0,0,8.0,0,49224.0,0,2.0,0,0.0,1,0.2,0.0709599827726682
726,0,,,17.378147196982766,30.0,0.8485680523613265,12.0,0,12.0,0,0.0,0,1.0,0,2.0,0,0.0,0.07348538935184479
727,0,,,26.66458325194677,41.0,0.8459456733337029,24.0,0,3.0,0,0.0,0,1.0,0,2.0,0,0.0,0.07697563121716182
728,0,,,47201.00272239987,47218.0,0.1571806201755127,16.0,0,1.0,0,47201.0,0,0.0,1,0.0,1,0.4,0.6299691001574198
729,0,,,84120.0099203513,84173.0,0.1437109724847739,39.0,0,12.0,0,84120.0,0,0.0,1,2.0,0,0.2,0.07116682827472687
730,0,,,45196.00139392864,45212.0,0.1952341349415863,5.0,0,10.0,0,45196.0,0,1.0,0,0.0,1,0.2,0.07050482804576556
731,0,,,1264.2507662643516,1294.0,0.1420420359227606,25.0,0,1.0,0,1264.0,0,2.0,0,2.0,0,0.0,0.07032562916477521
732,0,,,12.806248474865695,18.0,0.897734040980984,4.0,0,12.0,0,0.0,0,0.0,1,0.0,1,0.4,0.17840194702148438
733,0,,,67.21606950722423,74.0,0.0210351580955835,67.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8321757912635803
734,0,,,48.54894437575342,65.0,0.0368229847159329,47.0,0,0.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07463548332452774
735,0,,,14.7648230602334,24.0,0.9819829949365376,11.0,0,4.0,0,0.0,0,0.0,1,0.0,1,0.4,0.09412532548109691
736,0,,,85202.00730616621,85249.0,0.1436979684101562,34.0,0,9.0,0,85202.0,0,2.0,0,2.0,0,0.0,0.07035089035828908
737,0,,,12.649110640673518,24.0,0.9843968872335396,5.0,0,7.0,0,0.0,0,1.0,0,2.0,0,0.0,0.07009777054190636
738,0,,,10.954451150103322,20.0,0.9868377875337736,9.0,0,5.0,0,0.0,0,2.0,0,1.0,0,0.0,0.07129292065898578
739,0,,,16.09347693943108,27.0,0.8802012938214199,14.0,0,5.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07028789197405179
740,0,,,11.74734012447073,20.0,0.8684238674418352,5.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.13001041114330292
741,0,,,84224.00070051292,84242.0,0.2002165175670411,7.0,0,8.0,0,84224.0,0,1.0,0,2.0,0,0.0,0.07092161973317464
742,0,,,18.43908891458577,30.0,0.9735269297770616,16.0,0,8.0,0,0.0,0,0.0,1,2.0,0,0.2,0.07098537683486938
743,0,,,16.822603841260722,25.0,0.996010024961956,15.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.08236413449048996
744,0,,,85485.01020646836,85538.0,0.2196796578583039,40.0,0,12.0,0,85485.0,0,0.0,1,1.0,0,0.2,0.07140712440013885
745,0,,,84124.00219319097,84153.0,0.2517514335555457,14.0,0,13.0,0,84124.0,0,2.0,0,0.0,1,0.2,0.07137225444118182
746,0,,,49212.00119889456,49228.0,0.2176919973557386,6.0,0,9.0,0,49212.0,0,0.0,1,1.0,0,0.2,0.07034482806921005
747,0,,,43.60045871318328,59.0,0.944113991748743,42.0,0,10.0,0,0.0,0,0.0,1,1.0,0,0.2,0.07006587833166122
748,0,,,34.07345007480164,49.0,0.8673216430339808,32.0,0,6.0,0,0.0,0,0.0,1,1.0,0,0.2,0.07046045983831088
749,0,,,84113.00043394006,84126.0,0.171583668510711,1.0,0,8.0,0,84113.0,0,2.0,0,2.0,0,0.0,0.07167308777570724
750,0,,,43.840620433565945,60.0,0.9038819536704306,42.0,0,6.0,0,0.0,0,0.0,1,1.0,0,0.2,0.0718018760283788
